金额,商品,支付时间,地点,商品大类,商品二级类
3.0,70g乖媳妇野山泡椒凤爪,2017/4/18 13:07,B,非饮料,肉干/豆制品/蛋
1.0,小鱼仔,2017/4/18 13:14,B,非饮料,海味零食
3.0,芬达330ml,2017/4/18 13:19,E,饮料,碳酸饮料
3.0,统一绿茶,2017/4/18 13:23,A,饮料,茶饮料
3.0,怡宝纯净水,2017/4/18 13:23,B,饮料,水
3.5,600ml可口可乐,2017/4/18 13:25,B,饮料,碳酸饮料
4.5,250ml燕塘原味酸奶,2017/4/18 13:26,C,饮料,乳制品
3.0,芬达330ml,2017/4/18 13:50,E,饮料,碳酸饮料
4.5,营养快线,2017/4/18 13:53,C,饮料,乳制品
3.5,东鹏特饮,2017/4/18 14:16,D,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/4/18 14:40,E,饮料,乳制品
3.5,芬达330ml,2017/4/18 14:40,E,饮料,碳酸饮料
4.0,营养快线,2017/4/18 15:09,D,饮料,乳制品
6.0,红牛,2017/4/18 15:24,D,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/18 15:24,E,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/4/18 15:28,C,饮料,功能饮料
4.0,脉动,2017/4/18 15:35,C,饮料,功能饮料
6.5,250ml红牛,2017/4/18 15:35,E,饮料,功能饮料
4.0,统一冰红茶,2017/4/18 15:35,E,饮料,茶饮料
4.5,营养快线,2017/4/18 15:38,C,饮料,乳制品
3.0,250ml维他奶巧克力味,2017/4/18 15:38,E,饮料,植物蛋白
4.5,阿萨姆奶茶,2017/4/18 15:38,E,饮料,茶饮料
4.0,脉动,2017/4/18 15:42,E,饮料,功能饮料
3.0,统一冰红茶,2017/4/18 15:49,D,饮料,茶饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/18 15:53,C,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/18 15:53,E,饮料,茶饮料
4.5,阿萨姆奶茶,2017/4/18 16:03,C,饮料,茶饮料
3.0,怡宝纯净水,2017/4/18 16:04,C,饮料,水
2.0,怡宝纯净水,2017/4/18 16:05,E,饮料,水
2.0,5片装益达绿箭口香糖,2017/4/18 16:12,E,非饮料,糖果/巧克力
3.5,芬达330ml,2017/4/18 16:12,E,饮料,碳酸饮料
6.0,160g盼盼手撕面包,2017/4/18 16:13,C,非饮料,饼干糕点
3.0,怡宝,2017/4/18 16:18,C,饮料,水
4.5,营养快线,2017/4/18 16:23,C,饮料,乳制品
3.5,芬达330ml,2017/4/18 16:34,E,饮料,碳酸饮料
1.5,劲仔小鱼（酱汁味）,2017/4/18 16:34,E,非饮料,肉干/豆制品/蛋
6.0,370g泰奇八宝粥,2017/4/18 16:50,A,非饮料,方便速食
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/18 16:54,E,非饮料,饼干糕点
4.5,40g呀土豆番茄酱味,2017/4/18 16:56,B,非饮料,膨化食品
3.5,丽芝士纳宝帝奶酪威化饼干,2017/4/18 17:16,C,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/18 17:29,E,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/4/18 17:31,A,饮料,乳制品
7.0,160g盼盼手撕面包,2017/4/18 17:32,E,非饮料,饼干糕点
3.5,芬达330ml,2017/4/18 17:33,E,饮料,碳酸饮料
2.5,无穷农场盐_鸡蛋,2017/4/18 17:34,B,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧,2017/4/18 17:40,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/4/18 17:43,D,非饮料,肉干/豆制品/蛋
3.5,芬达330ml,2017/4/18 17:43,E,饮料,碳酸饮料
5.0,500ml统一阿萨姆奶茶,2017/4/18 17:44,B,饮料,茶饮料
3.5,600ml可口可乐,2017/4/18 17:45,B,饮料,碳酸饮料
6.0,86g合味道海鲜风味,2017/4/18 17:48,A,非饮料,方便速食
2.5,250ml维他奶巧克力味,2017/4/18 18:01,B,饮料,植物蛋白
3.5,王老吉（罐）,2017/4/18 18:03,E,饮料,茶饮料
4.0,王老吉（500ml）,2017/4/18 18:24,B,饮料,茶饮料
6.5,100g果王咸柑桔罐装,2017/4/18 18:24,E,非饮料,蜜饯/果干
4.0,王老吉（罐）,2017/4/18 18:27,C,饮料,茶饮料
9.0,50g马赛克手撕鱿鱼条,2017/4/18 19:06,B,非饮料,海味零食
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/18 19:07,E,饮料,咖啡
4.0,脉动,2017/4/18 19:10,E,饮料,功能饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/18 19:50,B,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/18 19:51,C,饮料,咖啡
3.0,12g劲仔小鱼卤香味,2017/4/18 19:52,B,非饮料,肉干/豆制品/蛋
4.8,2g韩国海牌海苔,2017/4/18 19:54,E,非饮料,海味零食
4.5,180ml雀巢咖啡罐装,2017/4/18 20:05,D,饮料,咖啡
3.5,70g乖媳妇野山泡椒凤爪,2017/4/18 20:12,B,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/4/18 20:13,B,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/4/18 20:14,D,饮料,果蔬饮料
1.0,香豆干,2017/4/18 20:24,D,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/4/18 20:35,D,非饮料,方便速食
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/18 20:38,B,非饮料,肉干/豆制品/蛋
2.0,40g双汇玉米热狗肠,2017/4/18 20:55,E,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/4/18 21:12,C,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/18 21:15,A,非饮料,饼干糕点
3.0,250ml维他奶巧克力味,2017/4/18 21:37,E,饮料,植物蛋白
6.5,250ml红牛,2017/4/18 21:46,E,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/18 21:57,E,饮料,茶饮料
3.0,600ml可口可乐,2017/4/18 22:16,E,饮料,碳酸饮料
5.0,无穷农场盐_鸡蛋,2017/4/18 22:18,C,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/4/18 22:25,D,饮料,水
5.5,103g康师傅红烧牛肉面,2017/4/18 23:27,A,非饮料,方便速食
1.8,32g卫龙亲嘴烧,2017/4/18 23:43,B,非饮料,肉干/豆制品/蛋
3.5,250ml燕塘甜牛奶,2017/4/18 23:44,B,饮料,乳制品
2.0,怡宝,2017/4/19 00:01,D,饮料,水
3.5,东鹏特饮,2017/4/19 01:50,B,饮料,功能饮料
15.0,和成天下（红）,2017/4/19 01:50,E,非饮料,香烟
3.0,250ml维他奶巧克力味,2017/4/19 06:31,A,饮料,植物蛋白
4.5,250ml燕塘原味酸奶,2017/4/19 07:15,D,饮料,乳制品
6.5,250ml红牛,2017/4/19 07:52,E,饮料,功能饮料
9.0,50g马赛克手撕鱿鱼条,2017/4/19 07:53,E,非饮料,海味零食
3.0,果粒橙,2017/4/19 07:54,B,饮料,果蔬饮料
3.0,统一冰红茶,2017/4/19 07:54,C,饮料,茶饮料
6.0,红牛,2017/4/19 07:54,E,饮料,功能饮料
2.0,怡宝纯净水,2017/4/19 08:09,B,饮料,水
3.0,统一绿茶,2017/4/19 08:09,E,饮料,茶饮料
3.0,熊字饼,2017/4/19 08:10,E,非饮料,饼干糕点
3.5,统一绿茶,2017/4/19 08:11,E,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/19 08:14,C,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/4/19 08:25,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/19 08:42,C,饮料,功能饮料
4.5,脉动,2017/4/19 08:42,E,饮料,功能饮料
3.0,可口可乐最新款,2017/4/19 08:57,C,饮料,碳酸饮料
3.5,维他原味豆奶,2017/4/19 08:59,E,饮料,植物蛋白
4.5,250ml燕塘甜牛奶,2017/4/19 09:08,E,饮料,乳制品
4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/4/19 09:10,A,饮料,果蔬饮料
3.0,怡宝纯净水,2017/4/19 09:11,B,饮料,水
3.0,怡宝纯净水,2017/4/19 09:48,C,饮料,水
6.5,430g泰奇八宝粥,2017/4/19 10:05,A,非饮料,方便速食
2.0,怡宝纯净水,2017/4/19 10:11,E,饮料,水
3.0,果粒橙,2017/4/19 11:32,A,饮料,果蔬饮料
4.5,78g卫龙亲嘴语辣条,2017/4/19 12:00,A,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/4/19 12:01,D,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/4/19 12:06,D,非饮料,方便速食
3.0,熊字饼,2017/4/19 12:07,E,非饮料,饼干糕点
3.0,可口可乐最新款,2017/4/19 12:22,D,饮料,碳酸饮料
1.0,香豆干,2017/4/19 12:35,E,非饮料,肉干/豆制品/蛋
1.3,手撕素肉排,2017/4/19 12:42,C,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/4/19 12:42,D,饮料,茶饮料
3.5,600ml可口可乐,2017/4/19 12:43,E,饮料,碳酸饮料
3.5,可口可乐330ml,2017/4/19 12:43,E,饮料,碳酸饮料
2.5,伊利优酸乳,2017/4/19 12:44,C,饮料,乳制品
3.5,可口可乐330ml,2017/4/19 12:44,E,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/19 12:59,D,饮料,茶饮料
4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/4/19 13:25,A,饮料,果蔬饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/19 13:50,C,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/4/19 13:50,D,饮料,碳酸饮料
6.5,430g泰奇八宝粥,2017/4/19 13:56,A,非饮料,方便速食
4.0,营养快线,2017/4/19 13:58,D,饮料,乳制品
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/19 13:58,E,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/19 13:58,E,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/4/19 14:00,E,饮料,乳制品
3.0,芬达330ml,2017/4/19 14:09,C,饮料,碳酸饮料
5.0,王老吉（500ml）,2017/4/19 14:12,B,饮料,茶饮料
3.0,怡宝,2017/4/19 14:19,C,饮料,水
3.5,85g新麦潮手撕面包（提子味）,2017/4/19 15:02,B,非饮料,饼干糕点
2.5,伊利优酸乳,2017/4/19 15:02,C,饮料,乳制品
3.5,维他柠檬茶,2017/4/19 15:34,E,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/4/19 15:41,C,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/4/19 15:41,E,饮料,茶饮料
3.5,东鹏特饮,2017/4/19 15:47,D,饮料,功能饮料
3.5,250ml维他奶巧克力味,2017/4/19 15:54,E,饮料,植物蛋白
4.0,营养快线,2017/4/19 16:27,E,饮料,乳制品
0.8,20g咪咪虾条马来西亚风味,2017/4/19 16:32,B,非饮料,膨化食品
10.0,225g味之不规则饼干芝士味,2017/4/19 16:33,C,非饮料,饼干糕点
2.5,145ml旺仔牛奶盒装,2017/4/19 16:36,A,饮料,乳制品
3.0,怡宝纯净水,2017/4/19 17:03,B,饮料,水
4.0,尖叫,2017/4/19 17:44,C,饮料,功能饮料
3.0,怡宝纯净水,2017/4/19 17:45,B,饮料,水
3.5,可口可乐330ml,2017/4/19 17:46,E,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/19 17:49,E,饮料,茶饮料
4.0,营养快线,2017/4/19 17:55,A,饮料,乳制品
3.0,怡宝纯净水,2017/4/19 17:55,B,饮料,水
3.5,600ml雪碧,2017/4/19 17:57,B,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/19 17:58,D,饮料,茶饮料
3.5,可口可乐330ml,2017/4/19 17:58,E,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/4/19 18:05,A,非饮料,肉干/豆制品/蛋
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/19 18:12,B,非饮料,饼干糕点
1.5,12g劲仔小鱼麻辣味,2017/4/19 18:38,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/4/19 18:40,E,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/4/19 18:49,A,饮料,乳制品
0.8,咪咪虾条马来西亚风味,2017/4/19 18:50,C,非饮料,膨化食品
5.0,268ml雀巢咖啡丝滑拿铁,2017/4/19 18:56,E,饮料,咖啡
3.0,可口可乐最新款,2017/4/19 19:14,D,饮料,碳酸饮料
3.5,可口可乐330ml,2017/4/19 19:27,C,饮料,碳酸饮料
3.0,统一绿茶,2017/4/19 19:52,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/19 19:53,D,非饮料,方便速食
3.0,250ml维他原味豆奶,2017/4/19 19:54,D,饮料,植物蛋白
4.0,150g健能酸奶原味,2017/4/19 20:23,E,饮料,乳制品
3.5,芬达330ml,2017/4/19 20:28,C,饮料,碳酸饮料
3.0,250ml维他奶巧克力味,2017/4/19 20:59,C,饮料,植物蛋白
4.5,52g旺旺仙贝,2017/4/19 21:01,A,非饮料,膨化食品
1.5,45g双汇泡面拍挡,2017/4/19 21:02,C,非饮料,肉干/豆制品/蛋
3.5,55g奥利奥原味芝士饼干,2017/4/19 21:18,B,非饮料,饼干糕点
6.0,86g合味道海鲜风味,2017/4/19 21:21,E,非饮料,方便速食
3.0,可口可乐（500ml）,2017/4/19 21:29,C,饮料,碳酸饮料
3.5,雪碧330ml,2017/4/19 21:29,E,饮料,碳酸饮料
2.5,145ml旺仔牛奶盒装,2017/4/19 21:58,E,饮料,乳制品
1.5,12g劲仔小鱼麻辣味,2017/4/19 22:16,C,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/19 22:18,D,非饮料,肉干/豆制品/蛋
2.5,无穷农场盐_鸡蛋,2017/4/19 22:19,C,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/4/19 22:20,C,饮料,乳制品
3.5,果粒橙,2017/4/19 22:20,E,饮料,果蔬饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/19 22:21,C,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/19 22:22,B,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/19 22:32,D,非饮料,肉干/豆制品/蛋
6.5,117gUFO炒面铁板色拉鱿鱼风味,2017/4/19 22:48,A,非饮料,方便速食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/19 22:54,E,非饮料,饼干糕点
3.5,芬达330ml,2017/4/19 22:54,E,饮料,碳酸饮料
3.0,250ml维他柠檬茶,2017/4/19 22:57,A,饮料,茶饮料
4.5,500ml加多宝,2017/4/19 23:23,D,饮料,茶饮料
3.0,卫龙大面筋,2017/4/19 23:24,B,非饮料,肉干/豆制品/蛋
3.5,冰糖雪梨,2017/4/19 23:24,E,饮料,果蔬饮料
4.5,500ml加多宝,2017/4/19 23:25,C,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/4/19 23:39,C,饮料,乳制品
3.5,统一绿茶,2017/4/20 00:05,E,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/4/20 00:42,D,非饮料,饼干糕点
2.5,无穷农场盐_鸡蛋,2017/4/20 01:31,A,非饮料,肉干/豆制品/蛋
5.5,330ml伊利畅意乳酸菌原味,2017/4/20 01:41,C,饮料,乳制品
3.0,250ml维他柠檬茶,2017/4/20 01:42,C,饮料,茶饮料
2.5,无穷农场盐_鸡蛋,2017/4/20 02:14,A,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/20 02:30,A,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/4/20 03:21,E,饮料,乳制品
8.0,乐事薯片（黄瓜味）,2017/4/20 06:14,C,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/4/20 06:23,C,饮料,植物蛋白
2.5,30g无穷农场盐_鸡蛋,2017/4/20 06:24,C,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/4/20 06:25,D,饮料,乳制品
1.0,迷你纸巾,2017/4/20 07:15,C,非饮料,纸巾
3.0,熊字饼,2017/4/20 07:43,E,非饮料,饼干糕点
2.0,85g新麦潮北海道吐司,2017/4/20 07:47,B,非饮料,饼干糕点
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/20 07:51,E,非饮料,饼干糕点
3.5,冰糖雪梨,2017/4/20 07:51,E,饮料,果蔬饮料
1.6,20g咪咪虾条马来西亚风味,2017/4/20 07:54,B,非饮料,膨化食品
4.0,银鹭八宝粥,2017/4/20 07:55,C,饮料,方便速食
3.5,果粒橙,2017/4/20 07:55,E,饮料,果蔬饮料
3.0,统一绿茶,2017/4/20 07:57,D,饮料,茶饮料
3.5,乖媳妇野山椒风爪,2017/4/20 08:02,D,非饮料,肉干/豆制品/蛋
3.0,维他柠檬茶,2017/4/20 08:16,D,饮料,茶饮料
4.0,美汁源果粒橙,2017/4/20 08:18,C,饮料,果蔬饮料
3.0,250ml维他原味豆奶,2017/4/20 08:28,E,饮料,植物蛋白
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/20 08:34,A,非饮料,饼干糕点
3.5,雪碧,2017/4/20 08:35,A,饮料,碳酸饮料
3.5,芬达330ml,2017/4/20 08:41,C,饮料,碳酸饮料
2.5,伊利优酸乳,2017/4/20 08:47,A,饮料,乳制品
3.5,东鹏特饮,2017/4/20 08:56,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/20 11:25,E,饮料,茶饮料
7.0,优益C活菌型乳酸菌饮品,2017/4/20 11:40,A,饮料,乳制品
3.0,怡宝,2017/4/20 11:45,C,饮料,水
4.5,68g好丽友蛋黄派2枚,2017/4/20 11:47,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/4/20 11:48,E,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/20 12:02,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/20 12:04,C,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/20 12:10,D,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/4/20 12:11,C,饮料,乳制品
4.0,营养快线,2017/4/20 12:12,E,饮料,乳制品
3.0,美年达（罐）,2017/4/20 12:13,D,饮料,碳酸饮料
3.0,145ml旺仔牛奶罐装,2017/4/20 12:13,E,饮料,乳制品
3.0,雪碧最新款,2017/4/20 12:17,C,饮料,碳酸饮料
2.5,可口可乐330ml,2017/4/20 12:17,E,饮料,碳酸饮料
7.0,80g马赛克香蕉片,2017/4/20 12:19,A,非饮料,蜜饯/果干
3.0,可口可乐最新款,2017/4/20 12:28,D,饮料,碳酸饮料
7.0,合味道（海鲜风味）,2017/4/20 12:54,B,非饮料,方便速食
4.0,营养快线,2017/4/20 13:07,D,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/4/20 13:10,D,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/20 13:27,D,饮料,功能饮料
4.0,王老吉（罐）,2017/4/20 13:29,B,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/20 13:29,C,饮料,茶饮料
3.0,芬达330ml,2017/4/20 13:30,C,饮料,碳酸饮料
2.5,芬达330ml,2017/4/20 13:30,E,饮料,碳酸饮料
1.0,12g劲仔小鱼麻辣味,2017/4/20 13:53,C,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/4/20 13:53,D,饮料,茶饮料
4.0,150g健能酸奶原味,2017/4/20 14:11,E,饮料,乳制品
4.0,王老吉（500ml）,2017/4/20 14:25,E,饮料,茶饮料
4.5,600ml脉动青柠,2017/4/20 14:36,B,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/4/20 14:41,C,饮料,咖啡
3.0,怡宝纯净水,2017/4/20 14:44,B,饮料,水
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/20 14:49,A,非饮料,肉干/豆制品/蛋
5.0,营养快线,2017/4/20 14:49,E,饮料,乳制品
3.0,雪碧最新款,2017/4/20 15:26,C,饮料,碳酸饮料
4.5,40g呀土豆薯片滋香烤鸡味,2017/4/20 15:26,E,非饮料,膨化食品
3.0,熊字饼,2017/4/20 15:32,E,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/4/20 15:37,D,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/4/20 15:54,E,饮料,乳制品
3.0,可口可乐最新款,2017/4/20 16:11,C,饮料,碳酸饮料
3.5,芬达330ml,2017/4/20 16:52,C,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/20 17:24,D,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/4/20 17:32,B,饮料,植物蛋白
4.5,王老吉（500ml）,2017/4/20 17:32,E,饮料,茶饮料
5.0,48g好丽友薯愿香烤原味,2017/4/20 17:42,A,非饮料,膨化食品
3.0,统一绿茶,2017/4/20 17:43,A,饮料,茶饮料
4.0,150g健能酸奶原味,2017/4/20 17:44,E,饮料,乳制品
6.5,430g泰奇八宝粥,2017/4/20 17:45,E,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/4/20 17:48,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/20 17:49,A,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/4/20 17:50,B,饮料,乳制品
4.5,40g上好佳田园薯片番茄味,2017/4/20 17:51,C,非饮料,膨化食品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/20 17:52,A,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/4/20 17:53,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/20 17:55,E,非饮料,肉干/豆制品/蛋
3.0,怡宝,2017/4/20 18:01,C,饮料,水
3.0,统一冰红茶,2017/4/20 18:06,A,饮料,茶饮料
1.0,康师傅矿泉水,2017/4/20 18:06,E,饮料,水
1.8,32g卫龙亲嘴烧,2017/4/20 18:10,A,非饮料,肉干/豆制品/蛋
6.5,117gUFO炒面铁板色拉鱿鱼风味,2017/4/20 18:11,E,非饮料,方便速食
6.0,13g无穷烤鸡小腿蜂蜜味,2017/4/20 18:13,A,非饮料,肉干/豆制品/蛋
2.0,5片装益达绿箭口香糖,2017/4/20 18:19,E,非饮料,糖果/巧克力
1.5,45g双汇泡面拍挡,2017/4/20 18:21,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/4/20 18:29,E,饮料,茶饮料
9.0,四洲粟一烧烧烤味,2017/4/20 18:36,A,非饮料,膨化食品
3.0,芬达330ml,2017/4/20 18:42,C,饮料,碳酸饮料
3.0,统一冰红茶,2017/4/20 18:45,A,饮料,茶饮料
3.0,果粒橙,2017/4/20 18:59,A,饮料,果蔬饮料
4.0,阿萨姆奶茶,2017/4/20 19:00,E,饮料,茶饮料
4.0,营养快线,2017/4/20 19:03,D,饮料,乳制品
4.0,营养快线,2017/4/20 19:10,B,饮料,乳制品
1.5,12g劲仔小鱼麻辣味,2017/4/20 19:10,E,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/4/20 19:14,D,饮料,茶饮料
3.0,统一冰红茶,2017/4/20 20:02,D,饮料,茶饮料
4.0,220g宝丰龙龟苓膏,2017/4/20 20:04,E,非饮料,果冻/龟苓膏
3.5,500ml加多宝,2017/4/20 20:33,E,饮料,茶饮料
6.0,86g合味道海鲜风味,2017/4/20 20:35,B,非饮料,方便速食
3.0,伊利纯牛奶,2017/4/20 20:57,B,饮料,乳制品
3.5,东鹏特饮,2017/4/20 20:57,C,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/4/20 21:16,D,饮料,乳制品
4.5,85g统一老坛酸菜牛肉面,2017/4/20 21:17,B,非饮料,方便速食
5.0,脉动,2017/4/20 21:21,C,饮料,功能饮料
5.0,脉动,2017/4/20 21:35,C,饮料,功能饮料
4.0,王老吉（500ml）,2017/4/20 22:14,E,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/4/20 22:16,E,非饮料,饼干糕点
3.5,芬达330ml,2017/4/20 22:16,E,饮料,碳酸饮料
6.5,250ml红牛,2017/4/20 22:36,B,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/20 22:37,A,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/4/20 22:38,E,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/4/20 22:55,A,饮料,功能饮料
10.0,湘潭铺子(羽泉版),2017/4/20 22:55,E,非饮料,蜜饯/果干
4.5,68g好丽友巧克力派2枚,2017/4/20 23:11,B,非饮料,饼干糕点
5.5,480ml小茗同学冷泡青柠红茶,2017/4/20 23:13,A,饮料,茶饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/4/20 23:14,E,饮料,咖啡
3.0,可口可乐330ml,2017/4/20 23:57,C,饮料,碳酸饮料
3.0,250ml维他原味豆奶,2017/4/20 23:57,E,饮料,植物蛋白
1.5,12g劲仔小鱼麻辣味,2017/4/21 01:36,A,非饮料,肉干/豆制品/蛋
2.5,250ml统一麦香奶茶,2017/4/21 02:24,E,饮料,茶饮料
4.0,新麦潮天然酵母面包（牛奶风味）,2017/4/21 02:25,E,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/4/21 05:15,A,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/4/21 05:16,C,非饮料,肉干/豆制品/蛋
0.8,咪咪虾条马来西亚风味,2017/4/21 06:17,E,非饮料,膨化食品
3.0,250ml维他柠檬茶,2017/4/21 07:33,E,饮料,茶饮料
3.0,雪碧（500ml）,2017/4/21 07:51,D,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/21 07:51,E,饮料,茶饮料
3.5,芬达330ml,2017/4/21 07:52,E,饮料,碳酸饮料
4.5,营养快线,2017/4/21 07:53,C,饮料,乳制品
3.0,统一冰红茶,2017/4/21 07:55,A,饮料,茶饮料
6.5,250ml红牛,2017/4/21 08:02,E,饮料,功能饮料
3.5,东鹏特饮,2017/4/21 08:21,E,饮料,功能饮料
3.0,怡宝纯净水,2017/4/21 08:22,B,饮料,水
3.5,东鹏特饮,2017/4/21 08:40,E,饮料,功能饮料
3.0,茉莉蜜茶,2017/4/21 09:02,B,饮料,茶饮料
3.0,统一冰红茶,2017/4/21 09:02,D,饮料,茶饮料
3.0,统一绿茶,2017/4/21 09:06,D,饮料,茶饮料
3.0,统一绿茶,2017/4/21 09:11,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/4/21 09:14,E,饮料,乳制品
3.0,雪碧最新款,2017/4/21 09:18,E,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/21 09:54,C,饮料,功能饮料
3.0,统一绿茶,2017/4/21 09:54,D,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/4/21 10:05,E,饮料,植物蛋白
3.5,芬达330ml,2017/4/21 10:05,E,饮料,碳酸饮料
2.0,5片装益达绿箭口香糖,2017/4/21 10:07,C,非饮料,糖果/巧克力
3.0,250ml维他柠檬茶,2017/4/21 10:08,E,饮料,茶饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/4/21 10:09,B,非饮料,饼干糕点
1.5,鸭翅,2017/4/21 10:09,B,非饮料,肉干/豆制品/蛋
